person_id,player_value
1713,-0.03447586689317478
1717,-0.05951068988318271
1718,-0.011874525843586106
1891,-0.005165289256198347
1938,0.04050959901367933
2034,0.0
2037,0.011282740094022834
2199,0.03129986498097459
2200,-0.026354801515401087
2207,-0.04034379933345027
2210,0.0071153276015416544
2216,-0.022717343818261248
2225,-0.009989178390077416
2365,0.0
2399,0.01492305300792787
2403,0.03892657033323504
2440,0.0469864841348106
2449,-0.0262286891900331
2544,0.08391982977963604
2546,-0.0669221877471558
2548,-0.05487641652538592
2555,0.0
2561,-0.023561395559583146
2564,-0.017271157167530225
2571,-0.012884226026136574
2585,0.03954197215586127
2592,-0.013872832369942197
2594,0.051348547717842315
2617,-0.018974731981910756
2730,-0.07579057409181984
2731,0.0019329896907216493
2733,-0.02420958584315647
2734,0.0
2736,-0.011531069827033951
2738,-0.05965532479010164
2743,0.003969435347821773
2744,-0.028699551569506727
2747,0.061171672809975694
2749,0.010348395998620214
2754,-0.024453436581176678
2756,-0.0412190856857357
2757,0.0018954950401213115
2760,-0.00397456279809221
2772,-0.045378552663004536
2863,0.01364877161055505
101106,-0.03205631855180866
101107,-0.08066401683422961
101108,-0.014136324917991192
101109,0.0034918233137403248
101112,0.02040874174438051
101114,0.008892050506846879
101123,0.026718260549106317
101127,-0.044550044550044555
101133,-0.031531649893580684
101135,0.014602092966658554
101138,0.0
101139,0.008786488333496045
101141,-0.03844657527976749
101145,-0.0017884821747943245
101150,0.029754525167369206
101161,0.08776522033689527
101162,0.0421664167916042
101179,0.0
101181,0.031397174254317116
101187,0.0
200746,0.04261017774531288
200751,-0.00541695506936712
200752,-0.04664669700226374
200755,-0.03143450138029701
200757,-0.04156376121920366
200765,-0.033849432708581456
200768,0.0021565667457407807
200771,0.027976919041790525
200782,0.07704792309475825
200794,0.02546916890080429
200826,-0.020827214226589407
201142,0.042491334004249134
201143,0.15384151070159024
201144,0.0035981289729340744
201145,-0.07857184123866197
201147,-0.055156004974855344
201148,0.0
201149,-0.001748914215757717
201150,-0.03482702577199907
201152,-0.0561118366952063
201155,0.0
201156,-0.07785084485860044
201158,-0.009866102889358703
201160,0.01943291228690045
201162,0.02971359396924093
201163,0.06188990641038543
201166,-0.037779976612395426
201167,0.015702239022971794
201168,0.0
201177,-0.026765230690797857
201188,-0.05342291114393832
201196,-0.011449757374188975
201228,-0.030953175735137922
201229,-0.034356211446864994
201563,-0.05656078975621252
201565,-0.028430404738400788
201566,0.0018933118757987412
201567,-0.039506700122791095
201568,0.11152610092938417
201569,-0.025980211738725674
201571,-0.10445227836532185
201572,0.0027156694125101835
201573,-0.06069885711160935
201575,-0.04718613356821542
201577,-0.058354652514958666
201578,0.08153378039053498
201579,0.003987638321204266
201580,-0.08199210446401457
201582,0.005923585743903643
201583,-0.019170860292355617
201584,-0.06724045185583646
201585,-0.05661186561829879
201586,-0.04514055126188359
201587,-0.0794108663929141
201588,0.056465756940582625
201589,0.011836265000821963
201596,-0.054921584182583756
201599,0.02186544652076205
201600,-0.011353959693443088
201601,-0.034889058913542464
201609,-0.013088785595623646
201627,-0.007405807387292869
201628,0.0
201933,0.020573074417381963
201935,0.09163103237629809
201936,-0.04636068613815484
201937,-0.0022169262317796377
201939,-0.019625733813073493
201941,0.0
201942,0.05609369724985068
201943,0.018790035587188614
201945,0.0033196857364169523
201949,-0.061363899502141946
201950,0.1187178472497032
201951,0.003739366177432925
