person_id,full_name,slug,jersey,position,height,weight,birth_date,age,experience,school,season,team_id,team_abbrev,team_name
1628369,Jayson Tatum,jayson-tatum,0,F,6-8,205,"MAR 03, 1998",20.0,R,Duke,2017-18,1610612738,BOS,Boston Celtics
1627759,Jaylen Brown,jaylen-brown,7,G-F,6-7,225,"OCT 24, 1996",21.0,1,California,2017-18,1610612738,BOS,Boston Celtics
203499,Shane Larkin,shane-larkin,8,G,5-11,175,"OCT 02, 1992",25.0,3,Miami,2017-18,1610612738,BOS,Boston Celtics
202918,Xavier Silas,xavier-silas,9,G,6-5,205,"JAN 22, 1988",30.0,1,Northern Illinois,2017-18,1610612738,BOS,Boston Celtics
202681,Kyrie Irving,kyrie-irving,11,G,6-3,193,"MAR 23, 1992",26.0,6,Duke,2017-18,1610612738,BOS,Boston Celtics
1626179,Terry Rozier,terry-rozier,12,G,6-2,190,"MAR 17, 1994",24.0,2,Louisville,2017-18,1610612738,BOS,Boston Celtics
202694,Marcus Morris Sr.,marcus-morris-sr,13,F,6-9,235,"SEP 02, 1989",28.0,6,Kansas,2017-18,1610612738,BOS,Boston Celtics
202330,Gordon Hayward,gordon-hayward,20,F,6-8,226,"MAR 23, 1990",28.0,7,Butler,2017-18,1610612738,BOS,Boston Celtics
1628444,Jabari Bird,jabari-bird,26,G,6-6,198,"JUL 03, 1994",23.0,R,California,2017-18,1610612738,BOS,Boston Celtics
1628464,Daniel Theis,daniel-theis,27,F-C,6-9,243,"APR 04, 1992",26.0,R,Brose Bamberg,2017-18,1610612738,BOS,Boston Celtics
1627846,Abdel Nader,abdel-nader,28,F,6-6,230,"SEP 25, 1993",24.0,R,Iowa State,2017-18,1610612738,BOS,Boston Celtics
1627824,Guerschon Yabusele,guerschon-yabusele,30,F,6-8,260,"DEC 17, 1995",22.0,R,"Rouen, France",2017-18,1610612738,BOS,Boston Celtics
203935,Marcus Smart,marcus-smart,36,G,6-4,220,"MAR 06, 1994",24.0,3,Oklahoma State,2017-18,1610612738,BOS,Boston Celtics
1628400,Semi Ojeleye,semi-ojeleye,37,F,6-7,235,"DEC 05, 1994",23.0,R,Southern Methodist,2017-18,1610612738,BOS,Boston Celtics
201143,Al Horford,al-horford,42,F-C,6-10,245,"JUN 03, 1986",32.0,10,Florida,2017-18,1610612738,BOS,Boston Celtics
1628443,Kadeem Allen,kadeem-allen,45,G,6-3,200,"JAN 15, 1993",25.0,R,Arizona,2017-18,1610612738,BOS,Boston Celtics
203382,Aron Baynes,aron-baynes,46,C,6-10,260,"DEC 09, 1986",31.0,5,Washington State,2017-18,1610612738,BOS,Boston Celtics
202328,Greg Monroe,greg-monroe,55,C-F,6-11,265,"JUN 04, 1990",28.0,7,Georgetown,2017-18,1610612738,BOS,Boston Celtics
1626780,Jonathan Gibson,jonathan-gibson,60,G,6-2,185,"NOV 08, 1987",30.0,1,New Mexico State,2017-18,1610612738,BOS,Boston Celtics
