person_id,full_name,slug,jersey,position,height,weight,birth_date,age,experience,school,season,team_id,team_abbrev,team_name
203081,Damian Lillard,damian-lillard,0,G,6-2,195,"JUL 15, 1990",29.0,7,Weber State,2019-20,1610612757,POR,Portland Trail Blazers
2546,Carmelo Anthony,carmelo-anthony,00,F,6-8,238,"MAY 29, 1984",36.0,16,Syracuse,2019-20,1610612757,POR,Portland Trail Blazers
1629014,Anfernee Simons,anfernee-simons,1,G,6-3,181,"JUN 08, 1999",21.0,1,Edgewater HS (FL),2019-20,1610612757,POR,Portland Trail Blazers
1629018,Gary Trent Jr.,gary-trent-jr,2,G-F,6-5,209,"JAN 18, 1999",21.0,1,Duke,2019-20,1610612757,POR,Portland Trail Blazers
203468,CJ McCollum,cj-mccollum,3,G,6-3,190,"SEP 19, 1991",28.0,6,Lehigh,2019-20,1610612757,POR,Portland Trail Blazers
1629650,Moses Brown,moses-brown,4,C,7-2,245,"OCT 13, 1999",20.0,R,UCLA,2019-20,1610612757,POR,Portland Trail Blazers
203918,Rodney Hood,rodney-hood,5,G-F,6-8,208,"OCT 20, 1992",27.0,5,Duke,2019-20,1610612757,POR,Portland Trail Blazers
1629658,Jaylen Hoard,jaylen-hoard,6,F,6-8,216,"MAR 30, 1999",21.0,R,Wake Forest,2019-20,1610612757,POR,Portland Trail Blazers
2772,Trevor Ariza,trevor-ariza,8,F,6-8,215,"JUN 30, 1985",35.0,15,UCLA,2019-20,1610612757,POR,Portland Trail Blazers
1629642,Nassir Little,nassir-little,9,F-G,6-5,220,"FEB 11, 2000",20.0,R,North Carolina,2019-20,1610612757,POR,Portland Trail Blazers
1629121,Jaylen Adams,jaylen-adams,10,G,6-0,225,"MAY 04, 1996",24.0,1,St. Bonaventure,2019-20,1610612757,POR,Portland Trail Blazers
202355,Hassan Whiteside,hassan-whiteside,21,C,7-0,265,"JUN 13, 1989",31.0,7,Marshall,2019-20,1610612757,POR,Portland Trail Blazers
203994,Jusuf Nurkić,jusuf-nurkić,27,C,7-0,290,"AUG 23, 1994",25.0,5,Cedevita,2019-20,1610612757,POR,Portland Trail Blazers
1628380,Zach Collins,zach-collins,33,F-C,6-11,250,"NOV 19, 1997",22.0,2,Gonzaga,2019-20,1610612757,POR,Portland Trail Blazers
1629117,Wenyen Gabriel,wenyen-gabriel,35,F,6-9,205,"MAR 26, 1997",23.0,R,Kentucky,2019-20,1610612757,POR,Portland Trail Blazers
1626209,Mario Hezonja,mario-hezonja,44,F-G,6-8,220,"FEB 25, 1995",25.0,4,FC Barcelona,2019-20,1610612757,POR,Portland Trail Blazers
1628403,Caleb Swanigan,caleb-swanigan,50,F,6-9,260,"APR 18, 1997",23.0,2,Purdue,2019-20,1610612757,POR,Portland Trail Blazers
