person_id,full_name,slug,jersey,position,height,weight,birth_date,age,experience,school,season,team_id,team_abbrev,team_name
202683,Enes Freedom,enes-freedom,00,C,6-11,245,"MAY 20, 1992",26.0,6,Fenerbahce,2017-18,1610612752,NYK,New York Knicks
1627786,Troy Williams,troy-williams,0,F,6-7,218,"DEC 30, 1994",23.0,1,Indiana,2017-18,1610612752,NYK,New York Knicks
1626144,Emmanuel Mudiay,emmanuel-mudiay,1,G,6-5,200,"MAR 05, 1996",22.0,2,Guangdong,2017-18,1610612752,NYK,New York Knicks
1628436,Luke Kornet,luke-kornet,2,F-C,7-1,250,"JUL 15, 1995",22.0,R,Vanderbilt,2017-18,1610612752,NYK,New York Knicks
203501,Tim Hardaway Jr.,tim-hardaway-jr,3,F-G,6-6,205,"MAR 16, 1992",26.0,4,Michigan,2017-18,1610612752,NYK,New York Knicks
1628439,Isaiah Hicks,isaiah-hicks,4,F,6-9,242,"JUL 24, 1994",23.0,R,North Carolina,2017-18,1610612752,NYK,New York Knicks
201584,Courtney Lee,courtney-lee,5,G,6-5,200,"OCT 03, 1985",32.0,9,Western Kentucky,2017-18,1610612752,NYK,New York Knicks
204001,Kristaps Porziņģis,kristaps-porziņģis,6,F-C,7-3,240,"AUG 02, 1995",22.0,2,Cajasol Sevilla,2017-18,1610612752,NYK,New York Knicks
201563,Michael Beasley,michael-beasley,8,F,6-9,235,"JAN 09, 1989",29.0,9,Kansas State,2017-18,1610612752,NYK,New York Knicks
203124,Kyle O'Quinn,kyle-oquinn,9,C-F,6-10,250,"MAR 26, 1990",28.0,5,Norfolk State,2017-18,1610612752,NYK,New York Knicks
1628373,Frank Ntilikina,frank-ntilikina,11,G,6-5,190,"JUL 28, 1998",19.0,R,Strasbourg IG,2017-18,1610612752,NYK,New York Knicks
201149,Joakim Noah,joakim-noah,13,C,6-11,230,"FEB 25, 1985",33.0,10,Florida,2017-18,1610612752,NYK,New York Knicks
1628422,Damyean Dotson,damyean-dotson,21,G,6-5,210,"MAY 06, 1994",24.0,R,Houston,2017-18,1610612752,NYK,New York Knicks
203504,Trey Burke,trey-burke,23,G,6-1,191,"NOV 12, 1992",25.0,4,Michigan,2017-18,1610612752,NYK,New York Knicks
1627758,Ron Baker,ron-baker,31,G,6-4,220,"MAR 30, 1993",25.0,1,Wichita State,2017-18,1610612752,NYK,New York Knicks
202498,Lance Thomas,lance-thomas,42,F,6-8,235,"APR 24, 1988",30.0,6,Duke,2017-18,1610612752,NYK,New York Knicks
101127,Jarrett Jack,jarrett-jack,55,G,6-3,200,"OCT 28, 1983",34.0,12,Georgia Tech,2017-18,1610612752,NYK,New York Knicks
